Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000114692	0	0	0	0	0	0
ENSMUSG00000114693	2	1	3	3	5	3
ENSMUSG00000114694	0	0	0	0	0	0
ENSMUSG00000114695	0	0	0	1	0	0
ENSMUSG00000114696	0	0	1	0	0	0
ENSMUSG00000114697	0	0	1	0	0	0
ENSMUSG00000114698	0	0	0	0	0	0
ENSMUSG00000114699	0	0	0	0	0	0
ENSMUSG00000114700	0	0	0	0	0	0
ENSMUSG00000114702	1	1	0	4	1	0
ENSMUSG00000114703	0	0	0	0	0	0
ENSMUSG00000114704	0	2	0	0	1	4
ENSMUSG00000114705	3	2	2	3	3	2
ENSMUSG00000114706	0	0	0	0	0	0
ENSMUSG00000114707	27	25	29	38	35	48
ENSMUSG00000114708	211	198	176	318	289	281
ENSMUSG00000114709	22	16	26	47	24	44
ENSMUSG00000114710	7	4	2	2	3	1
ENSMUSG00000114711	0	0	0	0	0	0
ENSMUSG00000114712	0	0	0	0	0	0
ENSMUSG00000114713	0	0	0	0	0	0
ENSMUSG00000114714	0	0	0	0	0	0
ENSMUSG00000114715	6	4	3	5	5	8
ENSMUSG00000114717	0	0	0	0	0	0
ENSMUSG00000114718	0	0	0	0	0	0
ENSMUSG00000114719	1	0	0	0	0	1
ENSMUSG00000114720	0	0	0	0	0	0
ENSMUSG00000114721	18	19	12	19	19	23
ENSMUSG00000114722	1	0	2	0	1	2
ENSMUSG00000114723	7	7	7	11	8	18
ENSMUSG00000114725	0	0	0	0	0	0
ENSMUSG00000114726	0	0	0	0	0	0
ENSMUSG00000114727	0	0	0	0	0	0
ENSMUSG00000114728	0	0	0	0	0	0
ENSMUSG00000114729	0	0	0	0	0	0
ENSMUSG00000114730	0	0	0	0	0	0
ENSMUSG00000114731	0	0	0	0	0	0
ENSMUSG00000114732	0	0	0	0	0	0
ENSMUSG00000114733	8	13	4	5	12	15
ENSMUSG00000114735	0	0	0	0	0	0
ENSMUSG00000114736	0	0	0	0	0	0
ENSMUSG00000114737	0	0	0	0	1	0
ENSMUSG00000114738	3	2	3	5	0	9
ENSMUSG00000114739	1	0	0	0	1	0
ENSMUSG00000114740	0	0	0	0	0	0
ENSMUSG00000114741	0	0	0	0	0	0
ENSMUSG00000114742	5	8	7	7	14	14
ENSMUSG00000114743	0	2	1	0	1	0
ENSMUSG00000114744	0	0	0	0	0	1
ENSMUSG00000114745	0	0	0	0	0	0
ENSMUSG00000114746	1	3	2	2	1	3
ENSMUSG00000114747	0	0	0	0	0	0
ENSMUSG00000114748	0	0	0	0	0	0
ENSMUSG00000114749	0	0	0	0	0	0
ENSMUSG00000114750	0	0	0	0	0	0
ENSMUSG00000114751	0	0	0	1	0	0
ENSMUSG00000114752	1	5	1	4	5	5
ENSMUSG00000114753	2	0	0	4	2	0
ENSMUSG00000114754	0	0	0	0	0	0
ENSMUSG00000114755	5	7	4	9	4	14
ENSMUSG00000114756	1	0	0	0	0	0
ENSMUSG00000114757	0	0	0	0	0	0
ENSMUSG00000114758	0	0	0	0	0	0
ENSMUSG00000114759	71	79	52	47	65	46
ENSMUSG00000114760	0	0	1	0	2	0
ENSMUSG00000114762	0	0	0	1	0	0
ENSMUSG00000114763	0	0	0	1	0	0
ENSMUSG00000114764	0	0	0	0	0	0
ENSMUSG00000114765	1	0	0	1	0	0
ENSMUSG00000114766	0	0	0	0	0	0
ENSMUSG00000114767	0	0	0	0	0	0
ENSMUSG00000114768	0	0	0	3	1	0
ENSMUSG00000114769	0	0	0	0	0	0
ENSMUSG00000114770	0	0	0	0	0	0
ENSMUSG00000114771	59	44	74	28	63	30
ENSMUSG00000114772	0	0	0	0	0	0
ENSMUSG00000114773	0	0	0	0	0	0
ENSMUSG00000114774	0	0	0	1	0	0
ENSMUSG00000114775	0	0	0	0	0	0
ENSMUSG00000114776	0	0	0	0	0	0
ENSMUSG00000114777	0	0	0	0	0	0
ENSMUSG00000114778	0	0	0	0	0	0
ENSMUSG00000114779	0	0	0	1	0	0
ENSMUSG00000114780	11	12	18	12	11	16
ENSMUSG00000114781	0	0	0	0	0	0
ENSMUSG00000114782	0	0	0	0	0	0
ENSMUSG00000114783	0	0	0	0	0	0
ENSMUSG00000114784	1	1	0	2	1	0
ENSMUSG00000114785	30	20	24	21	19	17
ENSMUSG00000114786	0	0	0	0	0	0
ENSMUSG00000114787	2	3	3	2	6	3
ENSMUSG00000114788	0	0	0	0	0	0
ENSMUSG00000114789	15	15	12	18	14	16
ENSMUSG00000114790	1	1	1	0	0	0
ENSMUSG00000114791	0	0	0	0	0	0
ENSMUSG00000114792	1	0	2	3	2	1
ENSMUSG00000114793	0	0	0	0	0	0
ENSMUSG00000114794	2	2	1	1	0	0
ENSMUSG00000114795	0	0	0	0	0	0
ENSMUSG00000114796	45	42	26	32	42	50
ENSMUSG00000114797	2824	2734	2843	2428	2621	3062
ENSMUSG00000114798	0	0	0	0	0	0
ENSMUSG00000114799	0	0	0	0	0	0
ENSMUSG00000114800	0	0	2	0	1	0
ENSMUSG00000114801	0	0	0	0	0	0
ENSMUSG00000114802	0	0	0	0	0	0
ENSMUSG00000114803	0	0	0	0	1	0
ENSMUSG00000114804	0	2	1	3	0	3
ENSMUSG00000114805	0	3	5	2	3	5
ENSMUSG00000114806	0	0	0	0	0	0
ENSMUSG00000114807	8	8	8	7	9	22
ENSMUSG00000114808	0	0	0	0	0	0
ENSMUSG00000114809	0	0	0	0	0	1
ENSMUSG00000114810	4	1	2	16	5	13
ENSMUSG00000114811	0	0	0	0	0	0
ENSMUSG00000114812	2	0	2	3	6	0
ENSMUSG00000114813	0	0	0	0	0	0
ENSMUSG00000114814	0	0	0	0	0	0
ENSMUSG00000114815	2	2	1	2	1	2
ENSMUSG00000114816	0	0	0	0	0	0
ENSMUSG00000114817	3	0	0	0	0	0
ENSMUSG00000114818	0	1	0	0	0	0
ENSMUSG00000114819	0	0	0	0	0	0
ENSMUSG00000114820	0	0	0	0	0	0
ENSMUSG00000114821	0	0	0	0	0	0
ENSMUSG00000114822	0	1	1	1	1	0
ENSMUSG00000114823	1	0	0	1	0	1
ENSMUSG00000114824	4	4	2	3	0	5
ENSMUSG00000114825	0	0	0	0	0	0
ENSMUSG00000114826	0	0	0	0	0	0
ENSMUSG00000114827	143	151	124	139	151	162
ENSMUSG00000114828	1	0	1	0	0	1
ENSMUSG00000114829	1	0	0	1	0	0
ENSMUSG00000114830	3	3	3	4	2	5
ENSMUSG00000114831	0	0	0	1	0	0
ENSMUSG00000114832	3	2	3	2	1	3
ENSMUSG00000114833	0	0	1	4	1	5
ENSMUSG00000114834	0	0	0	0	0	0
ENSMUSG00000114835	38	38	43	39	44	44
ENSMUSG00000114836	3	3	2	2	5	3
ENSMUSG00000114837	0	0	0	0	0	0
ENSMUSG00000114838	0	1	0	0	0	0
ENSMUSG00000114839	0	0	0	0	0	0
ENSMUSG00000114840	0	0	0	0	0	0
ENSMUSG00000114841	17	9	8	18	13	23
ENSMUSG00000114842	23	19	10	36	16	26
ENSMUSG00000114843	0	0	0	1	0	0
ENSMUSG00000114844	1	2	0	3	7	1
ENSMUSG00000114845	0	0	0	0	0	0
ENSMUSG00000114846	7	1	2	3	5	4
ENSMUSG00000114847	0	0	0	0	0	0
ENSMUSG00000114848	0	0	0	0	0	0
ENSMUSG00000114849	0	0	0	0	0	0
ENSMUSG00000114850	0	0	0	0	0	0
ENSMUSG00000114851	16	16	20	17	9	26
ENSMUSG00000114852	0	0	0	0	0	0
ENSMUSG00000114853	0	4	0	2	3	4
ENSMUSG00000114854	14	7	20	17	10	16
ENSMUSG00000114855	0	0	0	0	0	0
ENSMUSG00000114856	0	0	0	0	0	0
ENSMUSG00000114857	4	0	4	3	2	1
ENSMUSG00000114858	0	0	0	0	0	0
ENSMUSG00000114859	0	0	0	0	0	0
ENSMUSG00000114860	92	81	67	156	83	137
ENSMUSG00000114861	0	0	0	0	0	0
ENSMUSG00000114862	0	0	1	1	0	0
ENSMUSG00000114863	11	6	5	2	2	6
ENSMUSG00000114864	1	2	5	6	2	3
ENSMUSG00000114865	4	2	4	5	5	8
ENSMUSG00000114866	3	1	0	4	1	4
ENSMUSG00000114867	0	0	0	0	0	0
ENSMUSG00000114868	0	0	0	0	0	0
ENSMUSG00000114869	0	0	0	0	0	0
ENSMUSG00000114870	1	1	0	0	0	1
ENSMUSG00000114871	6	5	1	14	6	14
ENSMUSG00000114872	0	0	0	0	0	0
ENSMUSG00000114873	0	0	0	0	0	0
ENSMUSG00000114874	0	0	0	0	0	0
ENSMUSG00000114875	1	0	0	1	1	3
ENSMUSG00000114876	0	0	0	0	0	0
ENSMUSG00000114877	0	0	0	0	0	0
ENSMUSG00000114878	1	0	2	0	0	1
ENSMUSG00000114879	0	0	0	0	0	0
ENSMUSG00000114880	0	0	0	0	0	0
ENSMUSG00000114881	0	0	0	0	0	0
ENSMUSG00000114882	26	26	29	32	26	21
ENSMUSG00000114883	1	0	0	2	1	1
ENSMUSG00000114884	0	0	0	0	0	0
ENSMUSG00000114885	0	0	0	0	0	0
ENSMUSG00000114886	0	1	0	1	0	2
ENSMUSG00000114887	1	0	2	0	0	0
ENSMUSG00000114888	9	9	19	13	9	19
ENSMUSG00000114889	0	0	0	0	0	0
ENSMUSG00000114890	0	0	0	0	0	0
ENSMUSG00000114891	0	2	1	1	0	0
ENSMUSG00000114894	0	0	0	1	1	1
ENSMUSG00000114895	0	0	0	0	0	0
ENSMUSG00000114896	0	1	1	4	1	0
ENSMUSG00000114897	0	0	0	0	0	0
ENSMUSG00000114898	0	0	0	0	0	0
ENSMUSG00000114899	0	0	0	0	0	0
ENSMUSG00000114900	0	0	0	0	0	0
ENSMUSG00000114901	0	0	0	0	0	0
ENSMUSG00000114902	0	0	0	0	0	0
ENSMUSG00000114904	0	0	0	0	0	0
ENSMUSG00000114905	2	0	0	2	1	1
ENSMUSG00000114906	0	0	0	0	0	0
ENSMUSG00000114907	29	33	25	42	25	42
ENSMUSG00000114908	0	0	0	0	0	0
ENSMUSG00000114909	1	0	0	0	1	1
ENSMUSG00000114910	0	0	0	0	0	0
ENSMUSG00000114911	0	0	0	0	0	0
ENSMUSG00000114912	1	0	0	1	0	0
ENSMUSG00000114913	0	0	0	0	1	0
ENSMUSG00000114914	0	0	0	0	0	0
ENSMUSG00000114915	0	0	0	0	0	0
ENSMUSG00000114917	1	0	0	0	1	0
ENSMUSG00000114918	3	1	2	1	2	3
ENSMUSG00000114919	0	0	0	0	0	0
ENSMUSG00000114920	1	0	0	2	0	2
ENSMUSG00000114921	0	0	0	0	0	0
ENSMUSG00000114922	0	1	0	0	0	0
ENSMUSG00000114924	22	11	14	9	14	7
ENSMUSG00000114925	1	1	1	1	1	0
ENSMUSG00000114926	8	23	21	28	19	36
ENSMUSG00000114927	0	0	0	0	0	0
ENSMUSG00000114928	0	0	0	0	0	0
ENSMUSG00000114929	2	2	0	2	1	1
ENSMUSG00000114930	0	0	0	1	0	0
ENSMUSG00000114931	4	4	4	0	3	1
ENSMUSG00000114932	0	0	0	0	0	0
ENSMUSG00000114933	0	0	0	0	0	0
ENSMUSG00000114934	6	6	8	6	7	7
ENSMUSG00000114935	0	0	0	0	0	0
ENSMUSG00000114936	10	8	7	8	6	14
ENSMUSG00000114937	13	15	10	12	13	15
ENSMUSG00000114938	0	0	0	0	0	0
ENSMUSG00000114939	0	0	0	0	0	0
ENSMUSG00000114940	33	24	25	29	26	27
ENSMUSG00000114941	0	0	0	0	0	0
ENSMUSG00000114942	0	0	0	0	0	0
ENSMUSG00000114943	0	0	0	0	0	0
ENSMUSG00000114944	0	0	0	0	0	0
ENSMUSG00000114945	0	0	1	1	1	0
ENSMUSG00000114946	0	0	0	0	0	0
ENSMUSG00000114947	0	0	0	0	0	0
ENSMUSG00000114948	0	0	0	0	0	0
ENSMUSG00000114949	1	0	0	0	0	0
ENSMUSG00000114950	0	0	0	0	0	0
ENSMUSG00000114951	13	3	5	4	4	9
ENSMUSG00000114952	0	0	0	0	0	0
ENSMUSG00000114953	17	33	12	18	38	31
ENSMUSG00000114954	0	0	0	0	0	0
ENSMUSG00000114955	0	0	0	0	0	0
ENSMUSG00000114956	0	0	0	0	0	0
ENSMUSG00000114957	1	0	0	0	2	1
ENSMUSG00000114958	0	0	0	0	0	0
ENSMUSG00000114959	49	41	52	50	68	73
ENSMUSG00000114960	0	0	0	0	0	0
ENSMUSG00000114961	0	2	1	3	0	2
ENSMUSG00000114962	8	1	0	5	4	1
ENSMUSG00000114963	0	0	0	0	1	0
ENSMUSG00000114964	0	0	0	0	0	0
ENSMUSG00000114965	0	0	0	0	0	0
ENSMUSG00000114966	0	0	0	0	0	0
ENSMUSG00000114967	0	0	0	0	0	0
ENSMUSG00000114968	0	1	0	0	0	1
ENSMUSG00000114969	0	0	0	0	0	0
ENSMUSG00000114970	65	111	66	81	48	63
ENSMUSG00000114971	0	0	0	0	0	0
ENSMUSG00000114972	0	0	0	0	0	0
ENSMUSG00000114973	0	0	0	0	0	0
ENSMUSG00000114974	0	0	0	0	0	0
ENSMUSG00000114975	0	0	0	0	0	0
ENSMUSG00000114976	0	0	0	0	0	0
ENSMUSG00000114977	0	1	0	0	0	1
ENSMUSG00000114978	0	0	0	1	0	0
ENSMUSG00000114979	0	0	0	0	0	0
ENSMUSG00000114980	8	5	6	8	5	7
ENSMUSG00000114981	1	4	1	2	0	4
ENSMUSG00000114982	1	0	0	0	0	0
ENSMUSG00000114984	0	0	0	0	0	0
ENSMUSG00000114985	1	1	1	0	1	1
ENSMUSG00000114986	0	0	0	0	0	0
ENSMUSG00000114987	0	0	0	0	0	0
ENSMUSG00000114988	0	0	3	0	0	0
ENSMUSG00000114990	0	0	0	0	0	0
ENSMUSG00000114991	0	0	0	0	0	0
ENSMUSG00000114992	0	0	0	0	0	0
ENSMUSG00000114993	11	9	6	8	5	14
ENSMUSG00000114994	1	4	4	5	3	4
ENSMUSG00000114995	361	288	281	378	396	410
ENSMUSG00000114996	4	2	3	1	0	0
ENSMUSG00000114997	0	0	0	0	0	0
ENSMUSG00000114998	0	0	0	0	0	0
ENSMUSG00000114999	6	7	8	7	6	13
ENSMUSG00000115000	0	0	0	0	0	0
ENSMUSG00000115001	0	0	0	0	0	0
ENSMUSG00000115002	1	0	0	0	0	0
ENSMUSG00000115003	6	4	8	10	8	10
ENSMUSG00000115004	0	0	0	0	0	0
ENSMUSG00000115005	5	11	6	11	8	10
ENSMUSG00000115006	0	0	0	0	0	0
ENSMUSG00000115007	66	84	68	74	69	92
ENSMUSG00000115008	15	15	25	30	31	73
ENSMUSG00000115009	2	2	2	0	0	1
ENSMUSG00000115010	0	0	0	0	0	0
ENSMUSG00000115011	0	0	0	0	0	0
ENSMUSG00000115012	11	17	12	9	14	5
ENSMUSG00000115013	0	0	0	0	0	0
ENSMUSG00000115014	0	0	0	0	0	0
ENSMUSG00000115015	0	0	1	1	0	0
ENSMUSG00000115016	6	9	5	12	9	8
ENSMUSG00000115017	8	8	6	3	8	11
ENSMUSG00000115018	0	0	0	0	0	0
ENSMUSG00000115019	0	0	0	0	0	0
ENSMUSG00000115020	1	0	0	0	1	0
ENSMUSG00000115021	0	0	0	0	0	0
ENSMUSG00000115022	0	0	0	0	0	0
ENSMUSG00000115023	6	6	18	9	6	6
ENSMUSG00000115024	0	0	0	0	0	0
ENSMUSG00000115025	10	17	6	7	4	9
ENSMUSG00000115026	5	5	6	11	8	12
ENSMUSG00000115027	0	0	0	0	0	0
ENSMUSG00000115028	2	0	0	0	0	0
ENSMUSG00000115029	0	0	0	0	0	0
ENSMUSG00000115030	0	0	0	0	0	0
ENSMUSG00000115031	0	0	0	0	0	0
ENSMUSG00000115032	2	2	3	8	4	7
ENSMUSG00000115033	0	0	0	0	0	0
ENSMUSG00000115034	0	0	0	0	0	0
ENSMUSG00000115035	0	0	0	0	0	0
ENSMUSG00000115036	0	0	0	0	0	0
ENSMUSG00000115037	0	0	1	0	0	0
ENSMUSG00000115038	0	0	0	0	0	0
ENSMUSG00000115039	0	0	2	0	1	0
ENSMUSG00000115040	0	0	0	0	0	0
ENSMUSG00000115041	3	5	2	13	6	13
ENSMUSG00000115042	0	0	0	0	0	0
ENSMUSG00000115043	0	0	0	0	0	0
ENSMUSG00000115044	4	5	4	12	1	9
ENSMUSG00000115045	0	0	0	1	0	1
ENSMUSG00000115048	0	0	0	0	0	0
ENSMUSG00000115049	0	1	0	0	0	0
ENSMUSG00000115050	1	0	6	2	5	1
ENSMUSG00000115051	0	0	0	0	0	0
ENSMUSG00000115052	0	0	0	0	0	0
ENSMUSG00000115053	0	1	1	1	0	0
ENSMUSG00000115054	0	0	1	0	0	0
ENSMUSG00000115056	0	0	0	0	0	0
ENSMUSG00000115057	0	0	0	0	0	2
ENSMUSG00000115058	0	0	0	1	1	0
ENSMUSG00000115059	0	0	0	0	0	0
ENSMUSG00000115060	3	3	3	2	1	1
ENSMUSG00000115061	0	0	0	0	0	0
ENSMUSG00000115062	1	3	0	2	2	1
ENSMUSG00000115063	1	0	0	0	0	0
ENSMUSG00000115064	0	0	0	0	0	0
ENSMUSG00000115065	0	0	0	0	0	0
ENSMUSG00000115066	0	0	0	0	0	0
ENSMUSG00000115067	0	0	0	0	0	0
ENSMUSG00000115068	0	0	0	0	0	0
ENSMUSG00000115069	2	0	2	1	3	2
ENSMUSG00000115070	0	0	1	1	2	1
ENSMUSG00000115071	0	0	0	0	0	1
ENSMUSG00000115072	0	0	0	0	0	0
ENSMUSG00000115073	2	0	0	0	0	2
ENSMUSG00000115074	0	0	0	0	0	0
ENSMUSG00000115075	0	0	1	0	0	0
ENSMUSG00000115076	3	0	0	0	0	1
ENSMUSG00000115077	1	0	0	0	2	2
ENSMUSG00000115079	0	0	0	0	0	0
ENSMUSG00000115080	0	0	0	0	0	0
ENSMUSG00000115081	0	0	0	0	0	0
ENSMUSG00000115082	6	5	1	3	0	1
ENSMUSG00000115083	0	0	0	0	0	0
ENSMUSG00000115084	0	0	1	0	0	0
ENSMUSG00000115085	0	0	0	0	0	0
ENSMUSG00000115086	0	0	0	0	0	0
ENSMUSG00000115087	10	7	5	6	1	5
ENSMUSG00000115088	1	1	0	1	0	1
ENSMUSG00000115089	0	0	0	0	0	0
ENSMUSG00000115090	1	0	0	0	1	0
ENSMUSG00000115091	0	0	0	0	0	0
ENSMUSG00000115092	0	3	2	7	0	10
ENSMUSG00000115093	0	0	0	0	0	0
ENSMUSG00000115094	0	0	0	0	0	0
ENSMUSG00000115095	3	2	3	2	0	1
ENSMUSG00000115096	4	4	2	3	4	8
ENSMUSG00000115097	0	0	0	0	0	0
ENSMUSG00000115098	0	0	2	0	0	0
ENSMUSG00000115100	78	82	78	81	88	102
ENSMUSG00000115101	0	0	0	0	0	0
ENSMUSG00000115102	1	0	0	0	1	1
ENSMUSG00000115103	0	0	0	1	0	0
ENSMUSG00000115104	0	0	0	0	0	0
ENSMUSG00000115105	0	0	0	0	0	0
ENSMUSG00000115106	0	0	0	0	0	0
ENSMUSG00000115107	0	0	0	0	0	0
ENSMUSG00000115108	3	3	1	3	0	0
ENSMUSG00000115109	1	0	0	1	0	0
ENSMUSG00000115110	0	0	0	0	0	0
ENSMUSG00000115111	8	4	2	5	6	8
ENSMUSG00000115112	0	0	0	0	0	0
ENSMUSG00000115113	0	0	0	0	0	0
ENSMUSG00000115114	0	0	0	0	0	0
ENSMUSG00000115115	0	0	0	0	0	0
ENSMUSG00000115116	0	0	2	3	1	2
ENSMUSG00000115117	0	0	0	0	0	0
ENSMUSG00000115118	0	0	0	0	2	1
ENSMUSG00000115119	0	0	0	0	0	0
ENSMUSG00000115120	1	0	0	2	2	1
ENSMUSG00000115121	0	0	1	0	0	1
ENSMUSG00000115122	6	8	5	4	3	7
ENSMUSG00000115123	0	0	0	0	0	0
ENSMUSG00000115124	49	35	37	66	66	98
ENSMUSG00000115125	1	0	1	3	0	0
ENSMUSG00000115126	0	0	0	0	0	0
ENSMUSG00000115127	36	27	20	17	25	23
ENSMUSG00000115128	0	0	0	0	0	0
ENSMUSG00000115129	0	1	0	0	0	0
ENSMUSG00000115130	4	1	4	3	3	8
ENSMUSG00000115131	0	0	0	0	0	0
ENSMUSG00000115132	0	0	0	0	0	0
ENSMUSG00000115133	0	0	0	0	0	0
ENSMUSG00000115135	0	0	0	0	0	0
ENSMUSG00000115136	0	0	0	0	0	0
ENSMUSG00000115137	1	3	3	2	5	5
ENSMUSG00000115138	26	21	28	26	45	40
ENSMUSG00000115139	0	0	0	0	0	0
ENSMUSG00000115140	0	0	0	1	0	0
ENSMUSG00000115141	4	2	8	1	9	5
ENSMUSG00000115143	1	0	0	0	0	0
ENSMUSG00000115144	1	1	0	1	0	1
ENSMUSG00000115145	0	0	1	0	1	0
ENSMUSG00000115146	40	38	32	15	34	20
ENSMUSG00000115147	0	0	0	0	0	0
ENSMUSG00000115148	50	37	36	49	54	43
ENSMUSG00000115149	475	444	375	238	408	277
ENSMUSG00000115150	0	0	0	0	0	0
ENSMUSG00000115151	0	0	0	0	0	0
ENSMUSG00000115152	0	0	0	0	0	0
ENSMUSG00000115153	1	3	6	1	2	2
ENSMUSG00000115154	13	15	10	12	11	13
ENSMUSG00000115155	1	0	0	0	0	0
ENSMUSG00000115156	0	0	0	0	0	0
ENSMUSG00000115157	35	30	20	25	16	24
ENSMUSG00000115158	0	0	0	0	0	0
ENSMUSG00000115159	0	0	0	0	0	0
ENSMUSG00000115160	2	2	0	0	0	0
ENSMUSG00000115161	0	3	3	4	0	3
ENSMUSG00000115162	0	0	0	0	0	0
ENSMUSG00000115163	0	0	0	0	0	0
ENSMUSG00000115164	2	1	0	0	0	0
ENSMUSG00000115165	0	0	0	0	0	0
ENSMUSG00000115166	0	0	0	0	0	0
ENSMUSG00000115167	3	3	3	1	0	5
ENSMUSG00000115168	0	0	0	0	0	0
ENSMUSG00000115169	0	0	1	0	0	0
ENSMUSG00000115170	0	0	0	0	0	0
ENSMUSG00000115171	0	0	0	0	0	0
ENSMUSG00000115172	0	0	0	0	0	1
ENSMUSG00000115173	0	0	0	0	0	0
ENSMUSG00000115175	0	0	0	0	0	0
ENSMUSG00000115176	0	0	0	0	0	0
ENSMUSG00000115177	0	0	0	0	0	0
ENSMUSG00000115178	0	0	0	0	0	0
ENSMUSG00000115179	0	0	0	1	0	0
ENSMUSG00000115180	0	0	0	0	0	0
ENSMUSG00000115181	0	0	0	0	0	0
ENSMUSG00000115182	0	0	0	0	0	0
ENSMUSG00000115183	0	0	0	2	0	0
ENSMUSG00000115184	3	1	1	4	0	0
ENSMUSG00000115185	0	0	0	0	2	0
ENSMUSG00000115186	34	37	23	35	43	36
ENSMUSG00000115187	0	0	0	0	0	0
ENSMUSG00000115188	0	4	5	2	2	6
ENSMUSG00000115191	3	6	2	0	1	1
ENSMUSG00000115192	0	0	0	0	0	0
ENSMUSG00000115193	0	0	2	1	2	0
ENSMUSG00000115194	3	2	4	1	4	4
ENSMUSG00000115195	0	0	0	0	0	0
ENSMUSG00000115196	0	0	0	0	1	3
ENSMUSG00000115197	0	0	0	0	0	0
ENSMUSG00000115198	0	0	0	0	0	0
ENSMUSG00000115199	0	0	0	0	0	0
ENSMUSG00000115200	0	0	0	0	0	0
ENSMUSG00000115201	0	0	0	0	0	0
ENSMUSG00000115202	0	0	0	0	0	0
ENSMUSG00000115203	0	0	0	0	0	0
ENSMUSG00000115204	0	1	3	0	2	0
ENSMUSG00000115205	7	10	8	3	5	9
ENSMUSG00000115206	0	0	0	0	0	0
ENSMUSG00000115207	0	0	0	0	0	0
ENSMUSG00000115208	0	0	0	0	0	0
ENSMUSG00000115209	0	0	0	1	0	0
ENSMUSG00000115210	15	9	23	13	16	14
ENSMUSG00000115211	0	0	0	0	0	0
ENSMUSG00000115212	0	0	0	0	0	0
ENSMUSG00000115213	0	0	0	0	0	0
ENSMUSG00000115214	0	0	0	0	0	0
ENSMUSG00000115215	0	0	0	0	0	1
ENSMUSG00000115216	0	0	0	0	0	0
ENSMUSG00000115217	0	0	0	1	0	0
ENSMUSG00000115218	0	0	0	1	0	0
ENSMUSG00000115219	13	12	29	14	23	22
ENSMUSG00000115220	153	155	111	197	197	244
ENSMUSG00000115221	1	1	1	0	2	0
ENSMUSG00000115222	112	112	106	169	164	204
ENSMUSG00000115223	8	1	3	4	5	5
ENSMUSG00000115224	0	1	0	0	0	0
ENSMUSG00000115225	0	0	0	0	0	0
ENSMUSG00000115226	0	0	0	0	0	0
ENSMUSG00000115227	0	0	0	0	0	0
ENSMUSG00000115228	6	8	3	1	4	2
ENSMUSG00000115229	0	0	0	0	0	0
ENSMUSG00000115230	20	16	15	9	16	21
ENSMUSG00000115231	1	0	0	0	0	3
ENSMUSG00000115232	1	0	1	0	0	1
ENSMUSG00000115233	0	0	0	0	0	0
ENSMUSG00000115234	32	35	25	21	31	18
ENSMUSG00000115236	0	0	0	0	0	0
ENSMUSG00000115237	0	0	0	0	0	0
ENSMUSG00000115238	18	12	12	22	27	18
ENSMUSG00000115239	0	0	0	0	0	0
ENSMUSG00000115240	0	0	1	1	0	3
ENSMUSG00000115241	0	0	0	0	0	0
ENSMUSG00000115242	0	0	0	0	0	0
ENSMUSG00000115243	1	0	3	0	0	1
ENSMUSG00000115244	0	1	2	1	0	0
ENSMUSG00000115245	1	0	0	0	0	0
ENSMUSG00000115246	0	0	0	0	0	0
ENSMUSG00000115247	0	1	1	2	1	4
ENSMUSG00000115248	1	3	1	1	0	2
ENSMUSG00000115249	62	58	52	63	61	70
ENSMUSG00000115250	0	1	0	1	2	1
ENSMUSG00000115251	0	0	0	0	0	0
ENSMUSG00000115252	0	0	0	0	1	0
ENSMUSG00000115253	0	0	0	0	0	0
ENSMUSG00000115254	0	0	0	0	0	0
ENSMUSG00000115256	1	0	0	0	0	1
ENSMUSG00000115257	0	0	0	0	0	0
ENSMUSG00000115258	0	0	0	1	0	0
ENSMUSG00000115259	0	0	0	0	0	0
ENSMUSG00000115260	0	0	0	0	0	0
ENSMUSG00000115261	0	1	0	0	0	1
ENSMUSG00000115262	0	0	0	1	0	0
ENSMUSG00000115263	423	415	416	476	510	531
ENSMUSG00000115264	3	2	6	4	1	4
ENSMUSG00000115265	0	0	0	0	0	0
ENSMUSG00000115266	0	0	0	0	0	0
ENSMUSG00000115267	0	0	0	0	0	0
ENSMUSG00000115268	0	0	0	0	0	0
ENSMUSG00000115269	0	0	0	0	0	0
ENSMUSG00000115270	1	0	0	1	0	0
ENSMUSG00000115271	0	0	0	0	0	0
ENSMUSG00000115272	0	0	1	2	0	0
ENSMUSG00000115273	0	0	0	0	0	0
ENSMUSG00000115274	0	0	0	0	0	0
ENSMUSG00000115275	1	4	6	4	2	2
ENSMUSG00000115276	70	63	56	89	58	84
ENSMUSG00000115277	0	0	0	0	0	0
ENSMUSG00000115278	6	3	5	6	9	4
ENSMUSG00000115279	2	1	1	1	3	0
ENSMUSG00000115280	24	26	24	25	33	28
ENSMUSG00000115281	3	0	3	3	0	5
ENSMUSG00000115282	0	0	0	0	0	0
ENSMUSG00000115283	2	2	5	8	1	6
ENSMUSG00000115284	13	7	10	9	12	16
ENSMUSG00000115285	0	0	0	0	0	0
ENSMUSG00000115286	0	0	0	0	0	0
ENSMUSG00000115287	0	0	0	0	0	0
ENSMUSG00000115288	0	0	0	0	0	0
ENSMUSG00000115289	2	2	3	0	1	3
ENSMUSG00000115290	0	0	0	0	0	0
ENSMUSG00000115291	1	0	0	0	0	0
ENSMUSG00000115292	0	0	0	0	0	0
ENSMUSG00000115293	0	0	0	0	0	0
ENSMUSG00000115294	0	0	0	0	0	0
ENSMUSG00000115295	0	0	0	0	0	0
ENSMUSG00000115296	0	0	0	0	0	0
